,Unnamed: 0.1,level_0,index,Unnamed: 0,Unnamed: 0.2,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Developer/Publisher country
7112,7112,7112,7609,7609,7609,Zathura,PS2,2005.0,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,43.0,16.0,2,5.0,High Voltage Software,E10+,United States of America
7113,7113,7113,7610,7610,7610,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015.0,Role-Playing,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,75.0,32.0,8.1,47.0,Gust,,Japan
7114,7114,7114,7611,7611,7611,Mytran Wars,PSP,2009.0,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,68.0,16.0,8.8,4.0,StormRegion,T,Hungary
7115,7115,7115,7612,7612,7612,NCIS,PS3,2011.0,Adventure,Ubisoft,0.07,0.04,0.0,0.02,0.12,50.0,4.0,4,4.0,Ubisoft,T,France
7116,7116,7116,7613,7613,7613,Undead Knights,PSP,2009.0,Action,Ubisoft Annecy,0.05,0.0,0.06,0.01,0.12,63.0,27.0,8,13.0,Now Production,M,Japan
7117,7117,7117,7614,7614,7614,Ninja Reflex,Wii,2008.0,Action,Electronic Arts,0.11,0.0,0.0,0.01,0.12,49.0,26.0,6,11.0,Sanzaru Games,E10+,United States of America
7118,7118,7118,7615,7615,7615,Cel Damage,XB,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,65.0,24.0,8.4,7.0,Electronic Arts,T,United States of America
7119,7119,7119,7616,7616,7616,SSX 3,GBA,2003.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,63.0,14.0,tbd,114.0,Electronic Arts,E,United States of America
7120,7120,7120,7618,7618,7618,Lunar: Dragon Song,DS,2005.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,59.0,30.0,6.2,17.0,Rising Star Games,E10+,United Kingdom
7121,7121,7121,7619,7619,7619,Breakdown,XB,2004.0,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12,71.0,62.0,8.2,17.0,Namco,M,Japan
7122,7122,7122,7620,7620,7620,Rush,PSP,2006.0,Racing,Midway Games,0.11,0.0,0.0,0.01,0.12,55.0,12.0,tbd,11.0,Midway Studios – Newcastle,T,United Kingdom
7123,7123,7123,7621,7621,7621,Ecco the Dolphin,GEN,1992.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,,,5.4,108.0,Sega,,United States of America
7124,7124,7124,7622,7622,7622,Venetica,PS3,2010.0,Role-Playing,DTP Entertainment,0.07,0.03,0.0,0.01,0.12,47.0,14.0,6.5,6.0,Deck13,T,Germany
7125,7125,7125,7623,7623,7623,Horse Life,DS,2007.0,Simulation,Game Life,0.09,0.02,0.0,0.01,0.12,68.0,9.0,tbd,1.0,Neko Entertainment,E,France
7126,7126,7126,7624,7624,7624,Geometry Wars: Galaxies,Wii,2007.0,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.12,80.0,55.0,8.2,26.0,Kuju Entertainment,E,United Kingdom
7127,7127,7127,7625,7625,7625,Robinson: The Journey,PS4,2016.0,Action,Crytek,0.06,0.03,0.0,0.02,0.12,65.0,40.0,6.9,62.0,Crytek,,Germany
7128,7128,7128,7626,7626,7626,Conduit 2,Wii,2011.0,Shooter,Sega,0.07,0.04,0.0,0.01,0.12,64.0,51.0,7.6,60.0,High Voltage Software,T,United States of America
7129,7129,7129,7627,7627,7627,Harvest Moon 2 GBC,GB,1999.0,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12,,,6.4,7.0,Ubisoft,,France
7130,7130,7130,7628,7628,7628,Backyard Baseball '10,DS,2009.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12,,,tbd,3.0,Atari,E,United States of America
7131,7131,7131,7629,7629,7629,Rise of the Tomb Raider,PC,2016.0,Adventure,Square Enix,0.0,0.11,0.0,0.01,0.12,86.0,45.0,7.9,915.0,Crystal Dynamics,M,United States of America
7132,7132,7132,7630,7630,7630,The Lord of the Rings: Aragorn's Quest,PSP,2010.0,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.12,,,tbd,17.0,Warner Bros. Interactive Entertainment,E10+,United States of America
7133,7133,7133,7631,7631,7631,X2: Wolverine's Revenge,GC,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12,62.0,21.0,6.6,8.0,Activision,T,United States of America
7134,7134,7134,7632,7632,7632,Cabela's Dangerous Hunts 2011,DS,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,tbd,8.0,Activision,T,United States of America
7135,7135,7135,7633,7633,7633,Hatsune Miku: Project Diva X,PSV,2016.0,Other,Sega,0.01,0.0,0.1,0.0,0.12,83.0,5.0,8,22.0,Sega,T,United States of America
7136,7136,7136,7634,7634,7634,Destiny: The Collection,XOne,2016.0,Shooter,Activision,0.05,0.06,0.0,0.01,0.12,,,tbd,3.0,Bungie,T,United States of America
7137,7137,7137,7635,7635,7635,Lego Star Wars: The Force Awakens,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.05,0.06,0.0,0.01,0.12,,,6.9,7.0,Warner Bros. Interactive Entertainment,E10+,United States of America
7138,7138,7138,7636,7636,7636,Showdown: Legends of Wrestling,XB,2004.0,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12,57.0,33.0,tbd,1.0,Acclaim Entertainment,T,United States of America
7139,7139,7139,7637,7637,7637,Godzilla Unleashed: Double Smash,DS,2007.0,Action,Atari,0.11,0.0,0.0,0.01,0.12,28.0,18.0,4.9,8.0,Santa Cruz Games,E,United States of America
7140,7140,7140,7638,7638,7638,My Farm Around the World,DS,2008.0,Simulation,Atari,0.11,0.0,0.0,0.01,0.12,,,tbd,,Atari,E,United States of America
7141,7141,7141,7639,7639,7639,SpongeBob's Surf & Skate Roadtrip,DS,2011.0,Action,THQ,0.1,0.01,0.0,0.01,0.12,,,2.8,3.0,THQ,,United States of America
7142,7142,7142,7640,7640,7640,Farming Simulator 17,XOne,2016.0,Simulation,Focus Home Interactive,0.04,0.07,0.0,0.01,0.12,65.0,9.0,tbd,16.0,Focus Home Interactive,E,France
7143,7143,7143,7641,7641,7641,Dishonored 2,PC,2016.0,Action,Bethesda Softworks,0.04,0.07,0.0,0.01,0.12,86.0,37.0,6,383.0,Arkane Studios,M,France
7144,7144,7144,7642,7642,7642,NASCAR Unleashed,X360,2011.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12,,,tbd,1.0,Activision,E,United States of America
7145,7145,7145,7643,7643,7643,The Smurfs 2,X360,2013.0,Platform,Ubisoft,0.03,0.08,0.0,0.01,0.12,,,5.4,14.0,Ubisoft,E,France
7146,7146,7146,7646,7646,7646,Rocket: Robot on Wheels,N64,1999.0,Platform,Ubisoft,0.1,0.02,0.0,0.0,0.12,,,7.2,32.0,Ubisoft,,France
7147,7147,7147,7648,7648,7648,NFL QB Club 2001,N64,2000.0,Sports,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12,,,5.0,0.0,Acclaim Entertainment,,United States of America
7148,7148,7148,7649,7649,7649,NPPL: Championship Paintball 2009,X360,2008.0,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12,44.0,9.0,7.3,9.0,FUN Labs,E10+,Romania
7149,7149,7149,7650,7650,7650,Shin Megami Tensei: Devil Survivor 2,3DS,2015.0,Role-Playing,Atlus,0.0,0.02,0.09,0.0,0.12,,,7.4,43.0,Atlus,,Japan
7150,7150,7150,7651,7651,7651,Atelier Annie: Alchemists of Sera Island,DS,2009.0,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,70.0,11.0,6.7,15.0,Gust,E10+,Japan
7151,7151,7151,7652,7652,7652,WRC: FIA World Rally Championship,X360,,Racing,Black Bean Games,0.0,0.1,0.0,0.02,0.12,66.0,24.0,6,4.0,Milestone srl,E10+,Italy
7152,7152,7152,7653,7653,7653,WWE SmackDown vs Raw 2008,DS,2007.0,Fighting,THQ,0.11,0.0,0.0,0.01,0.12,61.0,12.0,6.6,13.0,THQ,T,United States of America
7153,7153,7153,7654,7654,7654,College Hoops 2K6,X360,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,70.0,17.0,7.3,11.0,2K Sports,E,United States of America
7154,7154,7154,7655,7655,7655,Sega Soccer Slam,PS2,2002.0,Sports,Sega,0.06,0.05,0.0,0.02,0.12,66.0,9.0,tbd,5.0,EA Black Box,E,Canada
7155,7155,7155,7658,7658,7658,DiRT 2,DS,2009.0,Racing,Codemasters,0.06,0.04,0.0,0.01,0.12,73.0,7.0,tbd,,Codemasters,E,United Kingdom
7156,7156,7156,7659,7659,7659,Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,74.0,33.0,8.7,25.0,SuperVillain Studios,T,United States of America
7157,7157,7157,7660,7660,7660,MTV Sports: Pure Ride,PS,2000.0,Sports,THQ,0.07,0.05,0.0,0.01,0.12,70.0,9.0,tbd,0.0,Radical Entertainment,,Canada
7158,7158,7158,7661,7661,7661,Sonic Adventure 2,DC,2001.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12,89.0,18.0,8.6,236.0,Sega,E,United States of America
7159,7159,7159,7662,7662,7662,IndyCar Series,PS2,2003.0,Racing,Codemasters,0.06,0.05,0.0,0.02,0.12,69.0,20.0,tbd,1.0,Codemasters,E,United Kingdom
7160,7160,7160,7664,7664,7664,Tony Hawk's Pro Skater 5,XOne,2015.0,Sports,Activision,0.09,0.02,0.0,0.01,0.12,39.0,18.0,2.1,132.0,Activision,T,United States of America
7161,7161,7161,7665,7665,7665,Gladiator: Sword of Vengeance,PS2,2003.0,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,65.0,19.0,5.8,8.0,Acclaim Entertainment,M,United States of America
7162,7162,7162,7666,7666,7666,Rodea the Sky Soldier,WiiU,2015.0,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,45.0,31.0,6.5,81.0,Nippon Ichi Software,E10+,Japan
7163,7163,7163,7668,7668,7668,DreamWorks Super Star Kartz,3DS,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,0.12,,,tbd,,Activision,E,United States of America
7164,7164,7164,7669,7669,7669,Pinball Hall of Fame: The Williams Collection,X360,2009.0,Other,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,83.0,18.0,8.3,16.0,FarSight Studios,E10+,United States of America
7165,7165,7165,7670,7670,7670,NBA 2K17,X360,2016.0,Sports,Take-Two Interactive,0.09,0.02,0.0,0.01,0.12,,,3.4,11.0,2K Games,E,United States of America
7166,7166,7166,7671,7671,7671,Academy of Champions: Soccer,Wii,2009.0,Sports,Ubisoft,0.09,0.02,0.0,0.01,0.12,64.0,20.0,6.8,14.0,Ubisoft,E,France
7167,7167,7167,7672,7672,7672,Overlord: Raising Hell,PS3,2008.0,Action,Codemasters,0.07,0.03,0.0,0.02,0.12,72.0,35.0,7.7,27.0,Codemasters,T,United Kingdom
7168,7168,7168,7673,7673,7673,Mountain Sports,Wii,2009.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,tbd,0.0,Activision,E,United States of America
7169,7169,7169,7674,7674,7674,Skylanders: SuperChargers,3DS,2015.0,Action,Activision,0.05,0.06,0.0,0.01,0.12,,,tbd,72.0,Vicarious Visions,E10+,United States of America
7170,7170,7170,7675,7675,7675,Monster Jam: Path of Destruction,X360,2010.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12,,,5,4.0,Virtuos,E,Singapore
7171,7171,7171,7676,7676,7676,NFL Head Coach,XB,2006.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,69.0,26.0,7.1,9.0,Electronic Arts,E,United States of America
7172,7172,7172,7677,7677,7677,Just Dance: Disney Party,Wii,2012.0,Other,Ubisoft,0.01,0.1,0.0,0.01,0.12,,,tbd,4.0,Disney Interactive Studios,E,United States of America
7173,7173,7173,7679,7679,7679,Deca Sports Extreme,3DS,2011.0,Sports,Hudson Soft,0.08,0.0,0.03,0.01,0.12,52.0,6.0,tbd,3.0,Hudson Soft,E,Japan
7174,7174,7174,7680,7680,7680,Major League Baseball 2K6,PSP,,Sports,Unknown,0.11,0.0,0.0,0.01,0.12,69.0,5.0,tbd,0.0,Visual Concepts,E,United States of America
7175,7175,7175,7681,7681,7681,Deepak Chopra's Leela,X360,2011.0,Other,THQ,0.07,0.04,0.0,0.01,0.12,,,3.5,4.0,THQ,E,United States of America
7176,7176,7176,7682,7682,7682,"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005.0,Platform,Midway Games,0.08,0.03,0.0,0.0,0.12,,,tbd,52.0,Midway Games,E,United States of America
7177,7177,7177,7683,7683,7683,Onimusha: Blade Warriors,PS2,2003.0,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,65.0,33.0,6.9,7.0,Capcom,T,Japan
7178,7178,7178,7684,7684,7684,Disney's Extreme Skate Adventure,GC,2003.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12,76.0,18.0,7.6,5.0,Toys for Bob,E,United States of America
7179,7179,7179,7685,7685,7685,NBA 2K2,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,90.0,13.0,8,4.0,Visual Concepts,E,United States of America
7180,7180,7180,7686,7686,7686,Akiba's Trip: Undead & Undressed,PS4,2014.0,Action,Acquire,0.08,0.0,0.01,0.02,0.12,,,5.8,44.0,Acquire,,Japan
7181,7181,7181,7687,7687,7687,Psychonauts,XB,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12,88.0,54.0,9,71.0,Double Fine Productions,T,United States of America
7182,7182,7182,7688,7688,7688,Jeremy McGrath Supercross World,GC,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,36.0,14.0,5.6,5.0,Acclaim Entertainment,E,United States of America
7183,7183,7183,7689,7689,7689,The Sky Crawlers: Innocent Aces,Wii,2008.0,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,74.0,42.0,7.9,13.0,Access Games,T,Japan
7184,7184,7184,7690,7690,7690,Battle Arena Toshinden Remix,SAT,1994.0,Fighting,Sega,0.0,0.0,0.12,0.0,0.12,,,6.0,2.0,Sega,,United States of America
7185,7185,7185,7691,7691,7691,nail'd,PS3,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12,66.0,36.0,6.2,13.0,Techland,E10+,Poland
7186,7186,7186,7692,7692,7692,Legends of Wrestling II,GC,2002.0,Fighting,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,59.0,14.0,tbd,0.0,Acclaim Entertainment,T,United States of America
7187,7187,7187,7693,7693,7693,Lost Magic,DS,2006.0,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,68.0,44.0,8.2,32.0,Ubisoft,E,France
7188,7188,7188,7694,7694,7694,Jaws: Ultimate Predator,3DS,2011.0,Action,Majesco Entertainment,0.11,0.0,0.0,0.01,0.12,,,tbd,3.0,MicroProse Software,M,United States of America
7189,7189,7189,7695,7695,7695,Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.12,50.0,10.0,5,25.0,Ubisoft,T,France
7190,7190,7190,7696,7696,7696,Rock Band: Metal Track Pack,PS3,2009.0,Other,MTV Games,0.11,0.0,0.0,0.01,0.12,,,tbd,3.0,Harmonix Music Systems,T,United States of America
7191,7191,7191,7697,7697,7697,Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,75.0,29.0,8.4,559.0,Electronic Arts,M,United States of America
7192,7192,7192,7698,7698,7698,Barbie as The Island Princess,PS2,2007.0,Adventure,Activision,0.06,0.04,0.0,0.02,0.12,,,tbd,,Activision,E,United States of America
7193,7193,7193,7700,7700,7700,Backyard Wrestling 2: There Goes the Neighborhood,XB,2004.0,Fighting,Eidos Interactive,0.09,0.03,0.0,0.0,0.12,43.0,17.0,tbd,5.0,Paradox Development Studio,M,Sweden
7194,7194,7194,7701,7701,7701,MX vs. ATV Untamed,DS,2007.0,Racing,THQ,0.11,0.0,0.0,0.01,0.12,61.0,14.0,tbd,,Rainbow Studios,E,United States of America
7195,7195,7195,7702,7702,7702,Tom Clancy's Splinter Cell: Blacklist,WiiU,2013.0,Action,Ubisoft,0.04,0.07,0.0,0.01,0.12,75.0,5.0,7.8,148.0,Ubisoft,M,France
7196,7196,7196,7703,7703,7703,Rubik's World,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,66.0,8.0,tbd,2.0,Two Tribes,E,Netherlands
7197,7197,7197,7704,7704,7704,Phantasy Star Universe,X360,2006.0,Role-Playing,Sega,0.09,0.01,0.0,0.01,0.12,64.0,34.0,7.4,42.0,Sega,T,United States of America
7198,7198,7198,7705,7705,7705,Peggle: Dual Shot,DS,2009.0,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12,84.0,17.0,8.2,21.0,Q Entertainment,E,Japan
7199,7199,7199,7706,7706,7706,NPPL: Championship Paintball 2009,Wii,2008.0,Shooter,Activision Value,0.11,0.0,0.0,0.01,0.12,,,7.7,7.0,FUN Labs,E10+,Romania
7200,7200,7200,7707,7707,7707,Spider-Man: Edge of Time,3DS,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12,50.0,7.0,6.4,12.0,Beenox,T,Canada
7201,7201,7201,7708,7708,7708,Cruis'n,Wii,2007.0,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,25.0,7.0,3.7,18.0,Midway Games,E,United States of America
7202,7202,7202,7709,7709,7709,Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,73.0,26.0,7.3,24.0,Omega Force,T,Japan
7203,7203,7203,7711,7711,7711,Castlevania: Curse of Darkness,XB,2005.0,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,74.0,26.0,7,13.0,Konami,M,Japan
7204,7204,7204,7712,7712,7712,SimAnimals Africa,Wii,2009.0,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.12,53.0,7.0,tbd,10.0,Electronic Arts,E,United States of America
7205,7205,7205,7713,7713,7713,Lost Planet 3,X360,2013.0,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,58.0,43.0,5.8,142.0,Capcom,T,Japan
7206,7206,7206,7714,7714,7714,Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,64.0,16.0,7.7,14.0,Ubisoft,E10+,France
7207,7207,7207,7715,7715,7715,The Clique: Diss and Make Up,DS,2009.0,Adventure,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12,,,tbd,,Warner Bros. Interactive Entertainment,E10+,United States of America
7208,7208,7208,7716,7716,7716,Mobil 1 Rally Championship,PS,2000.0,Racing,Electronic Arts,0.07,0.04,0.0,0.01,0.12,,,6.8,1.0,Electronic Arts,,United States of America
7209,7209,7209,7718,7718,7718,Turok: Evolution,GBA,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12,72.0,8.0,7,5.0,Acclaim Entertainment,T,United States of America
7210,7210,7210,7719,7719,7719,Charm Girls Club: My Perfect Prom,DS,2009.0,Simulation,Electronic Arts,0.11,0.0,0.0,0.01,0.12,,,tbd,0.0,Griptonite Games,E,United States of America
7211,7211,7211,7720,7720,7720,Rugrats: Totally Angelica,PS,2001.0,Adventure,THQ,0.06,0.04,0.0,0.01,0.12,,,4.4,6.0,THQ,,United States of America
7212,7212,7212,7721,7721,7721,Nightshade,PS2,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12,68.0,39.0,7.7,20.0,Sega,M,United States of America
7213,7213,7213,7722,7722,7722,Brunswick Pro Bowling,3DS,2011.0,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,,,tbd,6.0,FarSight Studios,E,United States of America
7214,7214,7214,7723,7723,7723,CSI: Crime Scene Investigation,XB,2004.0,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12,45.0,14.0,7.3,4.0,Ubisoft,M,France
7215,7215,7215,7724,7724,7724,Wipeout 2,PS3,2011.0,Other,Activision,0.11,0.0,0.0,0.01,0.12,,,tbd,13.0,Activision,E10+,United States of America
7216,7216,7216,7725,7725,7725,LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.12,77.0,7.0,7.3,31.0,Warner Bros. Interactive Entertainment,E10+,United States of America
7217,7217,7217,7726,7726,7726,Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,55.0,24.0,8,20.0,Tamsoft,M,Japan
7218,7218,7218,7727,7727,7727,Hanagumi Taisen Columns,SAT,1997.0,Puzzle,Sega,0.0,0.0,0.12,0.0,0.12,,,6.2,5.0,Sega,,United States of America
7219,7219,7219,7728,7728,7728,Tropico 5,PC,2014.0,Simulation,Kalypso Media,0.02,0.09,0.0,0.01,0.12,75.0,51.0,7,351.0,Haemimont Games,T,Bulgaria
7220,7220,7220,7729,7729,7729,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005.0,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12,57.0,10.0,tbd,7.0,Konami,E10+,Japan
7221,7221,7221,7730,7730,7730,Reality Fighters,PSV,2012.0,Fighting,Sony Computer Entertainment,0.05,0.05,0.0,0.02,0.12,54.0,39.0,3.8,30.0,Novarama,T,Spain
7222,7222,7222,7731,7731,7731,Petz Fantasy: Moonlight Magic,DS,2010.0,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,tbd,,Ubisoft,E,France
7223,7223,7223,7732,7732,7732,The Price is Right: Decades,Wii,2011.0,Other,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,tbd,,Ubisoft,E10+,France
7224,7224,7224,7733,7733,7733,Dragon Ball: Origins,DS,2008.0,Action,Atari,0.08,0.02,0.0,0.01,0.12,78.0,18.0,7.5,15.0,Atari,T,United States of America
7225,7225,7225,7734,7734,7734,FIFA 17,PC,2016.0,Sports,Electronic Arts,0.0,0.11,0.0,0.01,0.12,84.0,12.0,4.2,160.0,Electronic Arts,E,United States of America
7226,7226,7226,7737,7737,7737,Disney Princess: Enchanting Storybooks,DS,2011.0,Other,THQ,0.07,0.03,0.0,0.01,0.12,,,tbd,0.0,Page 44 Studios,E,United States of America
7227,7227,7227,7738,7738,7738,Thousand Arms,PS,1998.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.12,,,6.8,8.0,Atlus,,Japan
7228,7228,7228,7739,7739,7739,Arctic Thunder,XB,2001.0,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12,57.0,17.0,tbd,,Midway Games,T,United States of America
7229,7229,7229,7740,7740,7740,Barnyard,GC,2006.0,Action,THQ,0.09,0.02,0.0,0.0,0.12,66.0,12.0,tbd,,Blue Tongue Entertainment,E10+,Australia
7230,7230,7230,7743,7743,7743,Armored Core: Verdict Day,PS3,2013.0,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,66.0,18.0,7.4,28.0,FromSoftware,T,Japan
7231,7231,7231,7744,7744,7744,Madden NFL 17,PS3,2016.0,Sports,Electronic Arts,0.07,0.02,0.0,0.02,0.12,,,0.2,5.0,EA Sports,E,United States of America
7232,7232,7232,7745,7745,7745,Harvey Birdman: Attorney at Law,PS2,2008.0,Adventure,Capcom,0.06,0.04,0.0,0.01,0.12,63.0,21.0,tbd,11.0,High Voltage Software,T,United States of America
7233,7233,7233,7746,7746,7746,My Chinese Coach,DS,2008.0,Other,Ubisoft,0.1,0.01,0.0,0.01,0.12,,,tbd,0.0,Ubisoft,E,France
7234,7234,7234,7747,7747,7747,Lost in Shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.09,0.0,0.01,0.01,0.12,68.0,38.0,8.7,18.0,Hudson Soft,E10+,Japan
7235,7235,7235,7748,7748,7748,Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.12,54.0,5.0,tbd,16.0,Tantalus Media,E10+,Australia
7236,7236,7236,7750,7750,7750,ASH: Archaic Sealed Heat,DS,2007.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12,,,6.4,2.0,Mistwalker,E10+,Japan
7237,7237,7237,7751,7751,7751,DreamWorks Super Star Kartz,PS3,2011.0,Racing,Activision,0.06,0.03,0.0,0.02,0.12,,,tbd,,Activision,E,United States of America
7238,7238,7238,7752,7752,7752,Where the Wild Things Are,Wii,2009.0,Platform,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12,65.0,6.0,tbd,5.0,Griptonite Games,E10+,United States of America
7239,7239,7239,7753,7753,7753,NHL 2K3,XB,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,89.0,17.0,7.1,14.0,Treyarch,E,United States of America
7240,7240,7240,7754,7754,7754,Die Hard: Vendetta,GC,2002.0,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12,54.0,23.0,7,10.0,Bits Studios,M,United Kingdom
7241,7241,7241,7755,7755,7755,F1 2002,PS2,2002.0,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,81.0,11.0,6.4,10.0,Electronic Arts,E,United States of America
7242,7242,7242,7756,7756,7756,Every Extend Extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.12,74.0,45.0,7.3,9.0,Q Entertainment,E,Japan
7243,7243,7243,7757,7757,7757,FIFA Soccer,PSP,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,73.0,23.0,7.7,22.0,Electronic Arts,E,United States of America
7244,7244,7244,7758,7758,7758,Cabela's North American Adventures,PS3,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,tbd,1.0,FUN Labs,T,Romania
7245,7245,7245,7759,7759,7759,Darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,65.0,52.0,6,133.0,Maxis,T,United States of America
7246,7246,7246,7760,7760,7760,Self-Defense Training Camp,X360,2011.0,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,21.0,5.0,5,25.0,Ubisoft,T,France
7247,7247,7247,7761,7761,7761,Sphinx and the Cursed Mummy,XB,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.12,79.0,21.0,9.1,11.0,THQ,T,United States of America
7248,7248,7248,7762,7762,7762,GT Advance 2: Rally Racing,GBA,2001.0,Racing,THQ,0.08,0.03,0.0,0.0,0.11,77.0,12.0,6,4.0,MTO,E,Japan
7249,7249,7249,7763,7763,7763,Yakuza,PS3,2012.0,Action,Sega,0.0,0.0,0.11,0.0,0.11,,,7.2,391.0,Sega,,United States of America
7250,7250,7250,7764,7764,7764,Tenchu: Shadow Assassins,PSP,2009.0,Action,Ubisoft,0.03,0.02,0.05,0.01,0.11,68.0,18.0,7.4,18.0,FromSoftware,M,Japan
7251,7251,7251,7766,7766,7766,Cabela's Deer Hunt 2005 Season,XB,2004.0,Sports,Activision,0.09,0.02,0.0,0.0,0.11,59.0,5.0,7.5,6.0,Sand Grain Studios,T,Romania
7252,7252,7252,7767,7767,7767,SplashDown,XB,2002.0,Racing,Atari,0.09,0.02,0.0,0.0,0.11,78.0,15.0,tbd,,Rainbow Studios,E,United States of America
